Transaction_ID,Customer_ID,Transaction_Date,Customer_Age,Customer_Gender,Product_Category,Quantity,Unit_Price,Total_Spent,Payment_Method,Customer_Satisfaction,Month_Year,Age_Group
TX100410,CUST1194,2025-06-22,39.0,Unknown,Unknown,1.0,1463.45,1463.45,Cash,2,2025-06,36-50
TX100038,CUST1024,2025-08-29,72.0,Female,Books,1.0,19.15,19.15,Credit Card,2,2025-08,65+
TX101105,CUST1167,2025-08-29,53.0,Unknown,Electronics,4.0,666.67,2666.68,GPay,5,2025-08,51-65
TX101067,CUST1180,2025-09-30,46.0,Unknown,Home & Kitchen,5.0,211.52,1057.6,Cash,2,2025-09,36-50
TX100547,CUST1144,2025-10-05,24.0,Female,Electronics,5.0,974.35,4871.75,Debit Card,4,2025-10,18-25
TX100619,CUST1011,2025-05-06,49.0,Other,Clothing,2.0,25.99,51.98,Cash,5,2025-05,36-50
TX100328,CUST1071,2026-03-20,65.0,Female,Electronics,5.0,118.22,591.1,Debit Card,1,2026-03,51-65
TX100555,CUST1021,2026-03-26,75.0,Other,Electronics,2.0,432.87,865.74,Debit Card,3,2026-03,65+
TX100990,CUST1141,2025-09-23,43.0,Other,Electronics,1.0,621.17,621.17,Credit Card,2,2025-09,36-50
TX100185,CUST1158,2026-03-21,59.0,Male,Home & Kitchen,5.0,196.21,981.05,Unknown,3,2026-03,51-65
TX100812,CUST1176,2025-11-20,36.0,Male,Home & Kitchen,1.0,412.68,412.68,Debit Card,4,2025-11,36-50
TX100743,CUST1112,2025-04-28,63.0,Other,Unknown,2.0,1246.59,2493.18,Cash,4,2025-04,51-65
TX100079,CUST1116,2025-04-28,63.0,Other,Clothing,5.0,62.14,310.7,Debit Card,4,2025-04,51-65
TX101101,CUST1086,2025-11-11,26.0,Male,Home & Kitchen,4.0,132.56,530.24,Debit Card,4,2025-11,26-35
TX100292,CUST1109,2025-09-29,24.0,Male,Electronics,1.0,550.44,550.44,Debit Card,5,2025-09,18-25
TX100985,CUST1122,2026-03-29,59.0,Other,Clothing,1.0,81.67,81.67,GPay,5,2026-03,51-65
TX101192,CUST1007,2025-04-15,36.0,Other,Clothing,2.0,62.14,124.28,Cash,4,2025-04,36-50
TX100423,CUST1084,2025-02-02,43.0,Male,Beauty,5.0,168.73,843.65,GPay,5,2025-02,36-50
TX100480,CUST1110,2026-02-09,41.0,Female,Electronics,5.0,1196.95,5984.75,GPay,5,2026-02,36-50
TX100138,CUST1146,2025-03-27,54.0,Male,Electronics,1.0,381.94,381.94,Credit Card,2,2025-03,51-65
TX100170,CUST1080,2025-03-08,27.0,Female,Beauty,4.0,106.125,424.5,GPay,5,2025-03,26-35
TX100231,CUST1093,2025-10-13,63.0,Other,Electronics,2.0,1441.67,2883.34,GPay,2,2025-10,51-65
TX100535,CUST1064,2025-12-06,46.0,Female,Books,2.0,6.3,12.6,Cash,3,2025-12,36-50
TX101097,CUST1168,2025-04-06,46.0,Unknown,Beauty,1.0,34.24,34.24,Credit Card,2,2025-04,36-50
TX101016,CUST1087,2025-04-06,67.0,Female,Electronics,3.0,1152.31,3456.93,GPay,1,2025-04,65+
TX100872,CUST1165,2025-01-10,46.0,Other,Books,2.0,49.83,99.66,GPay,3,2025-01,36-50
TX101066,CUST1146,2025-08-20,33.0,Other,Home & Kitchen,2.0,382.34,764.68,GPay,1,2025-08,26-35
TX100155,CUST1023,2025-05-31,19.0,Other,Unknown,3.0,1181.62,3544.86,Cash,4,2025-05,18-25
TX100783,CUST1061,2026-04-04,52.0,Other,Beauty,1.0,193.0,193.0,Unknown,4,2026-04,51-65
TX100414,CUST1042,2026-04-21,64.0,Female,Beauty,1.0,160.74,160.74,Credit Card,4,2026-04,51-65
TX100897,CUST1170,2026-03-10,32.0,Unknown,Clothing,1.0,64.38,64.38,Cash,2,2026-03,26-35
TX100895,CUST1165,2026-05-10,19.0,Female,Clothing,5.0,59.83,299.15,GPay,1,2026-05,18-25
TX100602,CUST1024,2026-05-10,46.0,Other,Books,3.0,10.77,32.31,Credit Card,5,2026-05,36-50
TX100099,CUST1191,2025-04-22,22.0,Male,Unknown,4.0,286.37,1145.48,Cash,5,2025-04,18-25
TX100085,CUST1128,2025-01-12,46.0,Male,Beauty,3.0,111.04,333.12,Debit Card,4,2025-01,36-50
TX100987,CUST1132,2025-12-12,21.0,Unknown,Home & Kitchen,2.0,205.67,411.34,Credit Card,5,2025-12,18-25
TX100372,CUST1071,2025-03-04,66.0,Other,Books,1.0,22.63,22.63,Unknown,5,2025-03,65+
TX100877,CUST1118,2025-07-09,47.0,Other,Books,3.0,42.88,128.64,GPay,2,2025-07,36-50
TX100470,CUST1163,2025-07-09,46.0,Male,Unknown,5.0,1392.3,6961.5,Credit Card,2,2025-07,36-50
TX101142,CUST1014,2025-07-28,73.0,Other,Electronics,1.0,1065.96,1065.96,GPay,5,2025-07,65+
TX100633,CUST1189,2026-04-13,44.0,Male,Electronics,4.0,210.75,843.0,GPay,5,2026-04,36-50
TX100011,CUST1004,2026-12-05,44.0,Male,Clothing,4.0,39.17,156.68,Cash,2,2026-12,36-50
TX100210,CUST1008,2025-09-04,32.0,Male,Home & Kitchen,3.0,122.99,368.97,Credit Card,3,2025-09,26-35
TX100206,CUST1055,2025-09-18,62.0,Male,Electronics,4.0,1390.28,5561.12,Credit Card,4,2025-09,51-65
TX100431,CUST1109,2025-12-13,50.0,Other,Books,1.0,37.14,37.14,Credit Card,5,2025-12,36-50
TX100780,CUST1169,2026-03-07,61.0,Female,Home & Kitchen,1.0,191.15,191.15,GPay,5,2026-03,51-65
TX100569,CUST1067,2025-06-05,62.0,Female,Books,2.0,17.46,34.92,Debit Card,2,2025-06,51-65
TX100471,CUST1058,2026-02-02,48.0,Unknown,Unknown,4.0,31.26,125.04,Debit Card,4,2026-02,36-50
TX100675,CUST1148,2025-01-03,46.0,Female,Home & Kitchen,4.0,110.3,441.2,Credit Card,4,2025-01,36-50
TX100421,CUST1087,2025-10-31,20.0,Female,Beauty,4.0,106.125,424.5,Cash,4,2025-10,18-25
TX101054,CUST1166,2025-08-14,62.0,Male,Unknown,4.0,627.26,2509.04,Credit Card,4,2025-08,51-65
TX100750,CUST1131,2025-04-27,70.0,Other,Beauty,4.0,18.18,72.72,Cash,1,2025-04,65+
TX100070,CUST1070,2025-08-19,32.0,Female,Books,4.0,49.75,199.0,Unknown,2,2025-08,26-35
TX100869,CUST1067,2025-08-14,36.0,Female,Clothing,5.0,15.45,77.25,Credit Card,1,2025-08,36-50
TX100755,CUST1062,2025-10-12,35.0,Male,Electronics,1.0,1489.83,1489.83,Debit Card,3,2025-10,26-35
TX100148,CUST1069,2025-01-10,46.0,Male,Home & Kitchen,1.0,321.0,321.0,GPay,2,2025-01,36-50
TX100389,CUST1044,2025-02-23,56.0,Male,Books,3.0,34.68,104.04,GPay,4,2025-02,51-65
TX100208,CUST1023,2025-05-22,30.0,Other,Electronics,5.0,1374.21,6871.05,GPay,5,2025-05,26-35
TX100929,CUST1006,2025-07-04,42.0,Other,Books,1.0,36.16,36.16,Debit Card,1,2025-07,36-50
TX100392,CUST1188,2025-07-04,24.0,Male,Clothing,5.0,62.14,310.7,Cash,5,2025-07,18-25
TX100784,CUST1099,2025-10-05,46.0,Male,Beauty,1.0,159.78,159.78,GPay,3,2025-10,36-50
TX101189,CUST1041,2025-03-26,41.0,Male,Clothing,4.0,62.14,248.56,Debit Card,1,2025-03,36-50
TX100003,CUST1093,2025-10-23,67.0,Male,Books,3.0,12.32,36.96,Credit Card,2,2025-10,65+
TX100152,CUST1182,2025-12-10,34.0,Other,Electronics,4.0,795.3,3181.2,Cash,5,2025-12,26-35
TX100866,CUST1187,2026-02-27,46.0,Female,Beauty,1.0,106.125,106.12,Unknown,1,2026-02,36-50
TX101052,CUST1194,2026-02-27,37.0,Male,Beauty,1.0,188.17,188.17,Credit Card,3,2026-02,36-50
TX100846,CUST1137,2025-04-18,56.0,Female,Home & Kitchen,1.0,78.98,78.98,Cash,4,2025-04,51-65
TX100422,CUST1095,2025-01-06,60.0,Unknown,Beauty,1.0,160.51,160.51,Cash,1,2025-01,51-65
TX100252,CUST1002,2025-05-06,70.0,Male,Home & Kitchen,1.0,305.14,305.14,Unknown,2,2025-05,65+
TX100049,CUST1004,2025-05-16,61.0,Female,Clothing,5.0,46.08,230.4,Cash,4,2025-05,51-65
TX100908,CUST1137,2025-11-15,71.0,Male,Home & Kitchen,1.0,289.03,289.03,Debit Card,2,2025-11,65+
TX100737,CUST1108,2025-10-18,64.0,Female,Home & Kitchen,5.0,260.87,1304.35,GPay,3,2025-10,51-65
TX100775,CUST1174,2025-02-22,32.0,Male,Unknown,4.0,966.435,3865.74,Credit Card,5,2025-02,26-35
TX100167,CUST1091,2025-04-25,39.0,Other,Electronics,5.0,878.86,4394.3,Credit Card,4,2025-04,36-50
TX100591,CUST1026,2025-01-29,36.0,Male,Books,5.0,18.45,92.25,Debit Card,3,2025-01,36-50
TX101181,CUST1048,2026-07-03,62.0,Other,Beauty,4.0,119.24,476.96,Debit Card,2,2026-07,51-65
TX100936,CUST1128,2025-08-15,51.0,Other,Home & Kitchen,1.0,274.17,274.17,Credit Card,4,2025-08,51-65
TX100647,CUST1115,2025-08-10,46.0,Female,Beauty,1.0,66.12,66.12,Debit Card,3,2025-08,36-50
TX100244,CUST1139,2025-12-17,75.0,Male,Unknown,5.0,1377.33,6886.65,Unknown,2,2025-12,65+
TX100841,CUST1193,2025-09-30,46.0,Female,Clothing,2.0,65.38,130.76,Debit Card,4,2025-09,36-50
TX101020,CUST1035,2025-01-06,27.0,Male,Unknown,4.0,724.31,2897.24,Cash,4,2025-01,26-35
TX100634,CUST1084,2025-01-06,36.0,Other,Electronics,2.0,1426.31,2852.62,Credit Card,1,2025-01,36-50
TX101135,CUST1035,2025-12-15,20.0,Male,Unknown,4.0,549.96,2199.84,Credit Card,3,2025-12,18-25
TX100613,CUST1171,2026-03-05,69.0,Other,Books,4.0,30.23,120.92,Cash,5,2026-03,65+
TX100478,CUST1120,2026-01-17,30.0,Male,Unknown,5.0,481.15,2405.75,Cash,3,2026-01,26-35
TX100746,CUST1012,2025-08-07,68.0,Other,Beauty,5.0,23.39,116.95,Debit Card,1,2025-08,65+
TX100175,CUST1160,2025-05-18,25.0,Female,Books,2.0,10.09,20.18,Unknown,5,2025-05,18-25
TX100274,CUST1153,2026-04-24,46.0,Female,Home & Kitchen,1.0,37.85,37.85,GPay,4,2026-04,36-50
TX100279,CUST1046,2026-04-24,29.0,Male,Books,1.0,46.07,46.07,Debit Card,4,2026-04,26-35
TX100496,CUST1073,2026-04-24,46.0,Other,Electronics,4.0,1400.74,5602.96,Cash,5,2026-04,36-50
TX101030,CUST1192,2025-09-11,46.0,Male,Clothing,1.0,109.45,109.45,Debit Card,1,2025-09,36-50
TX100493,CUST1187,2025-09-11,27.0,Male,Books,1.0,25.14,25.14,Cash,3,2025-09,26-35
TX100566,CUST1011,2025-03-04,46.0,Female,Electronics,3.0,637.25,1911.75,Credit Card,5,2025-03,36-50
TX100874,CUST1074,2025-02-24,58.0,Other,Clothing,1.0,17.67,17.67,Cash,2,2025-02,51-65
TX100882,CUST1013,2025-05-22,46.0,Female,Clothing,2.0,14.56,29.12,Debit Card,4,2025-05,36-50
TX101085,CUST1122,2025-02-09,64.0,Male,Clothing,1.0,41.82,41.82,GPay,4,2025-02,51-65
TX100386,CUST1194,2025-12-02,46.0,Male,Clothing,5.0,96.46,482.3,Credit Card,4,2025-12,36-50
TX100487,CUST1130,2025-12-02,46.0,Male,Clothing,1.0,81.32,81.32,Credit Card,1,2025-12,36-50
TX100615,CUST1172,2026-04-10,39.0,Female,Home & Kitchen,3.0,214.03,642.09,Cash,5,2026-04,36-50
TX100014,CUST1068,2025-03-09,36.0,Other,Beauty,5.0,65.48,327.4,Credit Card,5,2025-03,36-50
TX100514,CUST1169,2025-03-04,46.0,Other,Clothing,3.0,95.82,287.46,Debit Card,5,2025-03,36-50
TX100046,CUST1051,2025-07-16,54.0,Other,Books,1.0,45.98,45.98,GPay,2,2025-07,51-65
TX100460,CUST1184,2025-04-29,63.0,Other,Unknown,2.0,521.75,1043.5,Cash,5,2025-04,51-65
TX100391,CUST1115,2025-02-02,54.0,Female,Electronics,4.0,533.24,2132.96,GPay,5,2025-02,51-65
TX100302,CUST1095,2025-07-17,46.0,Male,Books,1.0,17.99,17.99,Cash,5,2025-07,36-50
TX100270,CUST1109,2025-10-10,56.0,Female,Home & Kitchen,5.0,214.03,1070.15,Cash,5,2025-10,51-65
TX100606,CUST1066,2025-06-24,60.0,Other,Home & Kitchen,5.0,69.91,349.55,Debit Card,3,2025-06,51-65
TX100701,CUST1001,2025-05-28,43.0,Other,Books,1.0,40.39,40.39,Cash,4,2025-05,36-50
TX101072,CUST1009,2025-05-28,25.0,Other,Clothing,5.0,77.42,387.1,Debit Card,2,2025-05,18-25
TX100237,CUST1130,2025-02-16,26.0,Female,Beauty,4.0,104.35,417.4,GPay,5,2025-02,26-35
TX100685,CUST1045,2025-07-18,46.0,Male,Electronics,1.0,857.91,857.91,Debit Card,4,2025-07,36-50
TX100724,CUST1194,2025-08-10,31.0,Other,Beauty,2.0,106.125,212.25,Debit Card,1,2025-08,26-35
TX100265,CUST1099,2025-02-03,68.0,Unknown,Clothing,1.0,91.33,91.33,Cash,4,2025-02,65+
TX100074,CUST1179,2025-09-03,67.0,Unknown,Electronics,3.0,1401.39,4204.17,Credit Card,1,2025-09,65+
TX100676,CUST1040,2026-04-03,75.0,Other,Electronics,4.0,468.23,1872.92,Unknown,1,2026-04,65+
TX100135,CUST1196,2025-08-30,31.0,Male,Beauty,4.0,23.83,95.32,Debit Card,2,2025-08,26-35
TX100864,CUST1087,2026-03-23,35.0,Unknown,Books,5.0,14.86,74.3,GPay,2,2026-03,26-35
TX100684,CUST1035,2026-01-18,68.0,Other,Beauty,2.0,69.35,138.7,Cash,1,2026-01,65+
TX100324,CUST1008,2025-05-13,20.0,Unknown,Electronics,3.0,795.3,2385.9,Credit Card,5,2025-05,18-25
TX100334,CUST1098,2025-06-04,46.0,Female,Home & Kitchen,3.0,323.96,971.88,GPay,3,2025-06,36-50
TX100054,CUST1016,2025-09-03,46.0,Male,Electronics,5.0,831.57,4157.85,Cash,1,2025-09,36-50
TX100922,CUST1028,2025-04-21,30.0,Female,Electronics,3.0,1400.57,4201.71,Debit Card,1,2025-04,26-35
TX100217,CUST1098,2025-11-11,28.0,Female,Beauty,1.0,23.19,23.19,Debit Card,3,2025-11,26-35
TX100868,CUST1113,2026-07-04,73.0,Unknown,Books,1.0,19.38,19.38,Debit Card,5,2026-07,65+
TX100920,CUST1146,2026-03-17,46.0,Other,Books,1.0,25.96,25.96,Debit Card,5,2026-03,36-50
TX100735,CUST1070,2025-03-24,67.0,Female,Beauty,2.0,29.09,58.18,Debit Card,3,2025-03,65+
TX100336,CUST1059,2025-04-04,45.0,Female,Beauty,1.0,170.4,170.4,Debit Card,5,2025-04,36-50
TX100525,CUST1130,2025-02-09,68.0,Other,Unknown,4.0,1017.68,4070.72,Debit Card,4,2025-02,65+
TX100666,CUST1073,2025-05-17,30.0,Female,Home & Kitchen,3.0,211.47,634.41,Cash,1,2025-05,26-35
TX100494,CUST1085,2025-05-17,20.0,Other,Electronics,5.0,1452.87,7264.35,Unknown,5,2025-05,18-25
TX100035,CUST1161,2025-04-19,53.0,Male,Beauty,2.0,63.32,126.64,Debit Card,2,2025-04,51-65
TX101198,CUST1133,2026-04-22,71.0,Other,Beauty,4.0,159.74,638.96,GPay,4,2026-04,65+
TX100947,CUST1147,2025-05-26,69.0,Other,Books,4.0,28.35,113.4,Credit Card,5,2025-05,65+
TX101031,CUST1150,2025-04-26,46.0,Male,Electronics,3.0,1360.68,4082.04,Unknown,2,2025-04,36-50
TX100385,CUST1093,2025-01-20,34.0,Other,Beauty,1.0,106.125,106.12,Debit Card,5,2025-01,26-35
TX100253,CUST1042,2025-12-11,54.0,Male,Home & Kitchen,3.0,155.43,466.29,Credit Card,1,2025-12,51-65
TX100975,CUST1029,2026-03-15,52.0,Female,Electronics,2.0,795.3,1590.6,Cash,1,2026-03,51-65
TX100283,CUST1118,2026-04-27,55.0,Male,Books,5.0,7.06,35.3,Credit Card,1,2026-04,51-65
TX100107,CUST1066,2026-01-26,28.0,Female,Beauty,5.0,106.125,530.62,Credit Card,2,2026-01,26-35
TX100376,CUST1164,2025-09-18,46.0,Male,Home & Kitchen,3.0,150.37,451.11,Debit Card,3,2025-09,36-50
TX100532,CUST1041,2025-09-17,61.0,Other,Electronics,5.0,489.94,2449.7,Credit Card,5,2025-09,51-65
TX101166,CUST1067,2025-07-15,36.0,Other,Clothing,1.0,62.14,62.14,Cash,1,2025-07,36-50
TX100690,CUST1164,2025-07-05,29.0,Female,Books,5.0,25.66,128.3,Credit Card,4,2025-07,26-35
TX100207,CUST1158,2025-02-12,67.0,Other,Clothing,5.0,66.16,330.8,Debit Card,2,2025-02,65+
TX100963,CUST1139,2025-11-01,46.0,Female,Beauty,5.0,147.05,735.25,Debit Card,5,2025-11,36-50
TX100510,CUST1168,2025-01-16,74.0,Male,Home & Kitchen,1.0,365.46,365.46,Credit Card,5,2025-01,65+
TX101107,CUST1075,2025-02-04,64.0,Other,Home & Kitchen,5.0,214.03,1070.15,Debit Card,4,2025-02,51-65
TX101071,CUST1084,2025-04-13,46.0,Male,Electronics,1.0,985.51,985.51,Credit Card,2,2025-04,36-50
TX100448,CUST1069,2025-03-15,46.0,Female,Books,2.0,18.83,37.66,Debit Card,1,2025-03,36-50
TX101115,CUST1060,2025-03-15,35.0,Male,Home & Kitchen,1.0,260.13,260.13,Cash,3,2025-03,26-35
TX100466,CUST1021,2025-06-02,60.0,Male,Books,1.0,12.4,12.4,GPay,5,2025-06,51-65
TX101158,CUST1170,2025-12-03,59.0,Male,Beauty,1.0,85.61,85.61,Unknown,2,2025-12,51-65
TX100913,CUST1064,2025-06-02,46.0,Female,Home & Kitchen,5.0,271.25,1356.25,Debit Card,3,2025-06,36-50
TX100048,CUST1094,2025-09-29,70.0,Unknown,Home & Kitchen,1.0,214.03,214.03,Unknown,4,2025-09,65+
TX100579,CUST1118,2026-06-04,39.0,Female,Home & Kitchen,2.0,79.39,158.78,Debit Card,2,2026-06,36-50
TX100255,CUST1091,2026-04-20,58.0,Male,Home & Kitchen,1.0,217.23,217.23,Cash,3,2026-04,51-65
TX100697,CUST1109,2025-02-15,34.0,Male,Beauty,2.0,106.125,212.25,GPay,5,2025-02,26-35
TX100809,CUST1050,2025-12-25,22.0,Other,Clothing,5.0,64.62,323.1,Unknown,2,2025-12,18-25
TX100293,CUST1192,2025-10-26,63.0,Female,Electronics,3.0,805.76,2417.28,GPay,3,2025-10,51-65
TX101094,CUST1195,2025-11-26,65.0,Unknown,Books,1.0,29.92,29.92,Debit Card,4,2025-11,51-65
TX100739,CUST1056,2025-07-09,46.0,Female,Clothing,2.0,77.3,154.6,GPay,3,2025-07,36-50
TX100420,CUST1189,2025-11-30,61.0,Male,Unknown,2.0,1390.46,2780.92,Unknown,5,2025-11,51-65
TX101133,CUST1181,2025-10-30,69.0,Male,Clothing,2.0,116.82,233.64,Debit Card,5,2025-10,65+
TX100543,CUST1128,2025-06-10,50.0,Other,Electronics,4.0,208.38,833.52,GPay,1,2025-06,36-50
TX100387,CUST1198,2026-04-28,53.0,Male,Home & Kitchen,3.0,162.82,488.46,Debit Card,5,2026-04,51-65
TX100263,CUST1179,2025-08-28,67.0,Male,Beauty,5.0,106.125,530.62,Cash,4,2025-08,65+
TX100952,CUST1008,2025-02-27,62.0,Male,Home & Kitchen,5.0,423.09,2115.45,Cash,5,2025-02,51-65
TX101116,CUST1030,2025-12-03,35.0,Unknown,Beauty,2.0,169.11,338.22,Debit Card,2,2025-12,26-35
TX100553,CUST1182,2025-12-03,46.0,Other,Clothing,1.0,28.98,28.98,Cash,1,2025-12,36-50
TX100347,CUST1005,2025-08-05,59.0,Female,Home & Kitchen,1.0,85.18,85.18,GPay,5,2025-08,51-65
TX100318,CUST1083,2025-02-01,40.0,Other,Home & Kitchen,3.0,446.5,1339.5,GPay,1,2025-02,36-50
TX100160,CUST1177,2025-05-02,41.0,Female,Books,2.0,25.14,50.28,Cash,2,2025-05,36-50
TX101069,CUST1155,2025-09-26,57.0,Female,Books,2.0,13.51,27.02,GPay,5,2025-09,51-65
TX100804,CUST1061,2025-09-26,35.0,Unknown,Unknown,5.0,494.69,2473.45,GPay,5,2025-09,26-35
TX100916,CUST1095,2025-06-22,48.0,Male,Beauty,4.0,186.35,745.4,Credit Card,5,2025-06,36-50
TX100433,CUST1068,2025-04-20,37.0,Unknown,Unknown,1.0,930.98,930.98,GPay,1,2025-04,36-50
TX100456,CUST1109,2025-12-15,54.0,Other,Clothing,1.0,62.14,62.14,GPay,5,2025-12,51-65
TX100196,CUST1166,2025-11-07,75.0,Female,Electronics,5.0,619.6,3098.0,Cash,3,2025-11,65+
TX100544,CUST1010,2026-03-30,49.0,Other,Home & Kitchen,3.0,328.18,984.54,Debit Card,2,2026-03,36-50
TX100919,CUST1050,2025-06-08,59.0,Female,Beauty,4.0,158.03,632.12,Debit Card,2,2025-06,51-65
TX100661,CUST1115,2025-11-17,38.0,Female,Beauty,5.0,106.125,530.62,Cash,4,2025-11,36-50
TX100301,CUST1057,2025-08-17,30.0,Male,Electronics,1.0,1464.24,1464.24,Credit Card,4,2025-08,26-35
TX100413,CUST1009,2025-03-07,53.0,Unknown,Books,5.0,15.84,79.2,Credit Card,1,2025-03,51-65
